input,decision
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in COEP Hyderabad.,Government Exam Path
Have a part-time job and will prepare for government exams simultaneously. I am studying in SPIT Nashik.,Balanced Job + Study Plan
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Kolhapur.,Balanced Job + Study Plan
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Amity Nagpur.",Skill Development First
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Pune University Hyderabad.,Government Exam Path
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in IIT Bombay Kolhapur.",Skill Development First
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in Symbiosis Hyderabad.,Higher Studies First
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Symbiosis Aurangabad.",Government Exam Path
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in MIT WPU Kolhapur.",Job First (Financial Stability)
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in COEP Thane.",Career Guidance Needed
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Madras Delhi.",Higher Studies First
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in VJTI Thane.",Higher Studies First
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in MIT WPU Kolhapur.,Government Exam Path
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in VJTI Kolhapur.",Higher Studies First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in MIT WPU Delhi.",Higher Studies First
"Hey, private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in PICT Pune.",Government Exam Path
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in VJTI Chennai.",Skill Development First
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Madras Nashik.",Emotional Counseling Needed
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in VJTI Pune.",Higher Studies First
"Hey, my father got laid off last month from his company in Chennai. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in local college Chennai.",Job First (Financial Stability)
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Amity Thane.",Balanced Job + Study Plan
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in MIT WPU Bangalore.",Higher Studies First
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Bombay Nagpur.",Skill Development First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Amity Thane.,Government Exam Path
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Bombay Hyderabad.,Skill Development First
My mother needs surgery and we have no savings. I was planning GATE but now I think job first is the only option. I am studying in COEP Bangalore.,Job First (Financial Stability)
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in Amity Bangalore.,Skill Development First
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in COEP Chennai.,Higher Studies First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Symbiosis Hyderabad.",Emotional Counseling Needed
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in COEP Thane.",Higher Studies First
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Bombay Aurangabad.",Higher Studies First
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in SPIT Thane.",Job First (Financial Stability)
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in IIT Madras Nashik.",Government Exam Path
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in PICT Hyderabad.",Career Guidance Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Symbiosis Kolhapur.",Emotional Counseling Needed
